Article_Title,Author,Year,Description,Title,Volume,Issue,Pages
Electrochromism in sputtered V2O5 thin films: structural and optical studies,Abdelkader Outzourhit,2002,"Thin Solid Films 405 (1-2), 11-16, 2002",Thin Solid Films,405,1-2,11-16
Study of ZnTe thin films deposited by rf sputtering,H Bellakhder,2001,"Thin Solid Films 382 (1-2), 30-33, 2001",Thin Solid Films,382,1-2,30-33
Study of ZnTe thin films deposited by rf sputtering,A Outzourhit,2001,"Thin Solid Films 382 (1-2), 30-33, 2001",Thin Solid Films,382,1-2,30-33
Study of ZnTe thin films deposited by rf sputtering,EL Ameziane,2001,"Thin Solid Films 382 (1-2), 30-33, 2001",Thin Solid Films,382,1-2,30-33
Study of ZnTe thin films deposited by rf sputtering,Abdelkader Outzourhit,2001,"Thin Solid Films 382 (1-2), 30-33, 2001",Thin Solid Films,382,1-2,30-33
Optical characterization of low optical thickness thin films from transmittance and back reflectance measurements,Y Laaziz,2000,"thin solid films 372 (1-2), 149-155, 2000",thin solid films,372,1-2,149-155
Optical characterization of low optical thickness thin films from transmittance and back reflectance measurements,A Bennouna,2000,"thin solid films 372 (1-2), 149-155, 2000",thin solid films,372,1-2,149-155
Optical characterization of low optical thickness thin films from transmittance and back reflectance measurements,N Chahboun,2000,"thin solid films 372 (1-2), 149-155, 2000",thin solid films,372,1-2,149-155
Optical characterization of low optical thickness thin films from transmittance and back reflectance measurements,A Outzourhit,2000,"thin solid films 372 (1-2), 149-155, 2000",thin solid films,372,1-2,149-155
Optical characterization of low optical thickness thin films from transmittance and back reflectance measurements,EL Ameziane,2000,"thin solid films 372 (1-2), 149-155, 2000",thin solid films,372,1-2,149-155
Optical characterization of low optical thickness thin films from transmittance and back reflectance measurements,Abdelkader Outzourhit,2000,"thin solid films 372 (1-2), 149-155, 2000",thin solid films,372,1-2,149-155
Effect of pH on distribution and adhesion of Staphylococcus aureus to glass,F Hamadi,2005,"Journal of adhesion science and technology 19 (1), 73-85, 2005",Journal of adhesion science and technology,19,1,73-85
Effect of pH on distribution and adhesion of Staphylococcus aureus to glass,H Latrache,2005,"Journal of adhesion science and technology 19 (1), 73-85, 2005",Journal of adhesion science and technology,19,1,73-85
Effect of pH on distribution and adhesion of Staphylococcus aureus to glass,M Mabrrouki,2005,"Journal of adhesion science and technology 19 (1), 73-85, 2005",Journal of adhesion science and technology,19,1,73-85
Effect of pH on distribution and adhesion of Staphylococcus aureus to glass,A Elghmari,2005,"Journal of adhesion science and technology 19 (1), 73-85, 2005",Journal of adhesion science and technology,19,1,73-85
Effect of pH on distribution and adhesion of Staphylococcus aureus to glass,A Outzourhit,2005,"Journal of adhesion science and technology 19 (1), 73-85, 2005",Journal of adhesion science and technology,19,1,73-85
Effect of pH on distribution and adhesion of Staphylococcus aureus to glass,M Ellouali,2005,"Journal of adhesion science and technology 19 (1), 73-85, 2005",Journal of adhesion science and technology,19,1,73-85
Experimental investigation and modeling of the thermal behavior of a solar PV module,M Akhsassi,2018,"Solar Energy Materials and Solar Cells 180, 271-279, 2018",Solar Energy Materials and Solar Cells,180,,271-279
Experimental investigation and modeling of the thermal behavior of a solar PV module,A El Fathi,2018,"Solar Energy Materials and Solar Cells 180, 271-279, 2018",Solar Energy Materials and Solar Cells,180,,271-279
Experimental investigation and modeling of the thermal behavior of a solar PV module,N Erraissi,2018,"Solar Energy Materials and Solar Cells 180, 271-279, 2018",Solar Energy Materials and Solar Cells,180,,271-279
Experimental investigation and modeling of the thermal behavior of a solar PV module,N Aarich,2018,"Solar Energy Materials and Solar Cells 180, 271-279, 2018",Solar Energy Materials and Solar Cells,180,,271-279
Experimental investigation and modeling of the thermal behavior of a solar PV module,A Bennouna,2018,"Solar Energy Materials and Solar Cells 180, 271-279, 2018",Solar Energy Materials and Solar Cells,180,,271-279
Experimental investigation and modeling of the thermal behavior of a solar PV module,M Raoufi,2018,"Solar Energy Materials and Solar Cells 180, 271-279, 2018",Solar Energy Materials and Solar Cells,180,,271-279
Electrical and optical properties of WO3 thin films,M Regragui,2001,"Thin Solid Films 397 (1-2), 238-243, 2001",Thin Solid Films,397,1-2,238-243
Electrical and optical properties of WO3 thin films,V Jousseaume,2001,"Thin Solid Films 397 (1-2), 238-243, 2001",Thin Solid Films,397,1-2,238-243
Electrical and optical properties of WO3 thin films,M Addou,2001,"Thin Solid Films 397 (1-2), 238-243, 2001",Thin Solid Films,397,1-2,238-243
Electrical and optical properties of WO3 thin films,A Outzourhit,2001,"Thin Solid Films 397 (1-2), 238-243, 2001",Thin Solid Films,397,1-2,238-243
Electrical and optical properties of WO3 thin films,JC Bernede,2001,"Thin Solid Films 397 (1-2), 238-243, 2001",Thin Solid Films,397,1-2,238-243
Simulation of PV–Wind-hybrid systems combined with hydrogen storage for rural electrification,B Panahandeh,2011,"International journal of hydrogen energy 36 (6), 4185-4197, 2011",International journal of hydrogen energy,36,6,4185-4197
Simulation of PV–Wind-hybrid systems combined with hydrogen storage for rural electrification,J Bard,2011,"International journal of hydrogen energy 36 (6), 4185-4197, 2011",International journal of hydrogen energy,36,6,4185-4197
Simulation of PV–Wind-hybrid systems combined with hydrogen storage for rural electrification,A Outzourhit,2011,"International journal of hydrogen energy 36 (6), 4185-4197, 2011",International journal of hydrogen energy,36,6,4185-4197
Simulation of PV–Wind-hybrid systems combined with hydrogen storage for rural electrification,D Zejli,2011,"International journal of hydrogen energy 36 (6), 4185-4197, 2011",International journal of hydrogen energy,36,6,4185-4197
Simulation of PV–Wind-hybrid systems combined with hydrogen storage for rural electrification,Abdelkader Outzourhit,2011,"International journal of hydrogen energy 36 (6), 4185-4197, 2011",International journal of hydrogen energy,36,6,4185-4197
Fabrication and characterization of Ba1− xSr1− xTiO3 tunable thin film capacitors,A Outzourhit,1995,"Thin Solid Films 259 (2), 218-224, 1995",Thin Solid Films,259,2,218-224
Fabrication and characterization of Ba1− xSr1− xTiO3 tunable thin film capacitors,JU Trefny,1995,"Thin Solid Films 259 (2), 218-224, 1995",Thin Solid Films,259,2,218-224
Fabrication and characterization of Ba1− xSr1− xTiO3 tunable thin film capacitors,T Kito,1995,"Thin Solid Films 259 (2), 218-224, 1995",Thin Solid Films,259,2,218-224
Fabrication and characterization of Ba1− xSr1− xTiO3 tunable thin film capacitors,B Yarar,1995,"Thin Solid Films 259 (2), 218-224, 1995",Thin Solid Films,259,2,218-224
Fabrication and characterization of Ba1− xSr1− xTiO3 tunable thin film capacitors,A Naziripour,1995,"Thin Solid Films 259 (2), 218-224, 1995",Thin Solid Films,259,2,218-224
Fabrication and characterization of Ba1− xSr1− xTiO3 tunable thin film capacitors,AM Hermann,1995,"Thin Solid Films 259 (2), 218-224, 1995",Thin Solid Films,259,2,218-224
Fabrication and characterization of Ba1− xSr1− xTiO3 tunable thin film capacitors,Abdelkader Outzourhit,1995,"Thin Solid Films 259 (2), 218-224, 1995",Thin Solid Films,259,2,218-224
"Structural, Optical and Electrochromic Properties of Sol–Gel  Thin Films",M Benmouss,2003,"Active and passive electronic components 26, 245-256, 2003",Active and passive electronic components,26,,245-256
"Structural, Optical and Electrochromic Properties of Sol–Gel  Thin Films",A Outzourhit,2003,"Active and passive electronic components 26, 245-256, 2003",Active and passive electronic components,26,,245-256
"Structural, Optical and Electrochromic Properties of Sol–Gel  Thin Films",R Jourdani,2003,"Active and passive electronic components 26, 245-256, 2003",Active and passive electronic components,26,,245-256
"Structural, Optical and Electrochromic Properties of Sol–Gel  Thin Films",A Bennouna,2003,"Active and passive electronic components 26, 245-256, 2003",Active and passive electronic components,26,,245-256
"Structural, Optical and Electrochromic Properties of Sol–Gel  Thin Films",EL Ameziane,2003,"Active and passive electronic components 26, 245-256, 2003",Active and passive electronic components,26,,245-256
"Structural, Optical and Electrochromic Properties of Sol–Gel  Thin Films",Abdelkader Outzourhit,2003,"Active and passive electronic components 26, 245-256, 2003",Active and passive electronic components,26,,245-256
Tunability of the dielectric constant of Ba0. 1Sr0. 9TiO3 ceramics in the paraelectric state,A Outzourhit,1995,"Journal of materials research 10 (6), 1411-1417, 1995",Journal of materials research,10,6,1411-1417
Tunability of the dielectric constant of Ba0. 1Sr0. 9TiO3 ceramics in the paraelectric state,JU Trefny,1995,"Journal of materials research 10 (6), 1411-1417, 1995",Journal of materials research,10,6,1411-1417
Tunability of the dielectric constant of Ba0. 1Sr0. 9TiO3 ceramics in the paraelectric state,T Kito,1995,"Journal of materials research 10 (6), 1411-1417, 1995",Journal of materials research,10,6,1411-1417
Tunability of the dielectric constant of Ba0. 1Sr0. 9TiO3 ceramics in the paraelectric state,B Yarar,1995,"Journal of materials research 10 (6), 1411-1417, 1995",Journal of materials research,10,6,1411-1417
Tunability of the dielectric constant of Ba0. 1Sr0. 9TiO3 ceramics in the paraelectric state,Abdelkader Outzourhit,1995,"Journal of materials research 10 (6), 1411-1417, 1995",Journal of materials research,10,6,1411-1417
Characterization of hydrothermally prepared BaTi1− xZrxO3,A Outzourhit,2002,"Journal of alloys and compounds 340 (1-2), 214-219, 2002",Journal of alloys and compounds,340,1-2,214-219
Characterization of hydrothermally prepared BaTi1− xZrxO3,MAEI Raghni,2002,"Journal of alloys and compounds 340 (1-2), 214-219, 2002",Journal of alloys and compounds,340,1-2,214-219
Characterization of hydrothermally prepared BaTi1− xZrxO3,ML Hafid,2002,"Journal of alloys and compounds 340 (1-2), 214-219, 2002",Journal of alloys and compounds,340,1-2,214-219
Characterization of hydrothermally prepared BaTi1− xZrxO3,F Bensamka,2002,"Journal of alloys and compounds 340 (1-2), 214-219, 2002",Journal of alloys and compounds,340,1-2,214-219
Characterization of hydrothermally prepared BaTi1− xZrxO3,A Outzourhit,2002,"Journal of alloys and compounds 340 (1-2), 214-219, 2002",Journal of alloys and compounds,340,1-2,214-219
Characterization of hydrothermally prepared BaTi1− xZrxO3,Abdelkader Outzourhit,2002,"Journal of alloys and compounds 340 (1-2), 214-219, 2002",Journal of alloys and compounds,340,1-2,214-219
Effect of deposition and annealing parameters on the properties of electrodeposited CuIn1− xGaxSe2 thin films,K Bouabid,2005,"Thin Solid Films 488 (1-2), 62-67, 2005",Thin Solid Films,488,1-2,62-67
Effect of deposition and annealing parameters on the properties of electrodeposited CuIn1− xGaxSe2 thin films,A Ihlal,2005,"Thin Solid Films 488 (1-2), 62-67, 2005",Thin Solid Films,488,1-2,62-67
Effect of deposition and annealing parameters on the properties of electrodeposited CuIn1− xGaxSe2 thin films,A Manar,2005,"Thin Solid Films 488 (1-2), 62-67, 2005",Thin Solid Films,488,1-2,62-67
Effect of deposition and annealing parameters on the properties of electrodeposited CuIn1− xGaxSe2 thin films,A Outzourhit,2005,"Thin Solid Films 488 (1-2), 62-67, 2005",Thin Solid Films,488,1-2,62-67
